ticker,vol,edge,kelly,inv_vol,weight
RELIANCE.NS,0.18966073188139038,0.035,0.25,4.172565076263334,0.3826077395932754
TCS.NS,0.23241459923518948,0.032,0.25,3.5408934336543245,0.3246859445040448
INFY.NS,0.2632698063300289,0.029,0.25,3.192136553838523,0.29270631590267987
