portfolio_mean,portfolio_std,portfolio_sharpe,nifty_mean,nifty_std,win_rate,avg_edge,total_edge
0.757004786925179,5.589536411657013,0.13543248154649118,-1.0492369157767947,4.8388763945386035,1.0,1.8062417027019737,10.837450216211842
